Technician,Location,from,to
Staff 18,"19.88,13.088","12/29/2022, 4:05:21 AM","12/29/2022, 4:05:43 AM"
Staff 18,"19.958,14.235","12/29/2022, 4:05:43 AM","12/29/2022, 4:07:08 AM"
Staff 18,"19.24,13.332","12/29/2022, 4:07:08 AM","12/29/2022, 4:07:24 AM"
Staff 18,"20.289,13.698","12/29/2022, 4:07:24 AM","12/29/2022, 4:08:06 AM"
Staff 18,"19.281,14.322","12/29/2022, 4:08:06 AM","12/29/2022, 4:09:21 AM"
Staff 18,"19.573,13.321","12/29/2022, 4:09:21 AM","12/29/2022, 4:10:01 AM"
Staff 18,"19.106,14.32","12/29/2022, 4:10:01 AM","12/29/2022, 4:11:56 AM"
Staff 18,"20.001,13.302","12/29/2022, 4:11:56 AM","12/29/2022, 4:12:17 AM"
Staff 18,"19.514,14.261","12/29/2022, 4:12:17 AM","12/29/2022, 4:13:26 AM"
Staff 18,"17.913,14.257","12/29/2022, 4:13:26 AM","12/29/2022, 4:13:33 AM"
Staff 18,"19.459,13.567","12/29/2022, 4:13:33 AM","12/29/2022, 4:16:55 AM"
Staff 18,"20.079,12.598","12/29/2022, 4:16:55 AM","12/29/2022, 4:17:02 AM"
Staff 18,"20.584,13.627","12/29/2022, 4:17:02 AM","12/29/2022, 4:17:25 AM"
Staff 18,"19.501,14.179","12/29/2022, 4:17:25 AM","12/29/2022, 4:17:43 AM"
Staff 18,"20,13.303","12/29/2022, 4:17:43 AM","12/29/2022, 4:18:00 AM"
Staff 18,"19.851,14.364","12/29/2022, 4:18:00 AM","12/29/2022, 4:20:03 AM"
Staff 18,"19.849,13.33","12/29/2022, 4:20:03 AM","12/29/2022, 4:21:23 AM"
Staff 18,"19.326,14.267","12/29/2022, 4:21:23 AM","12/29/2022, 4:22:06 AM"
Staff 18,"19.638,12.899","12/29/2022, 4:22:06 AM","12/29/2022, 4:22:33 AM"
Staff 18,"19.479,13.897","12/29/2022, 4:22:33 AM","12/29/2022, 4:23:57 AM"
Staff 18,"18.507,13.504","12/29/2022, 4:23:57 AM","12/29/2022, 4:24:09 AM"
Staff 18,"19.345,12.943","12/29/2022, 4:24:09 AM","12/29/2022, 4:24:30 AM"
Staff 18,"19.185,14.203","12/29/2022, 4:24:30 AM","12/29/2022, 4:29:27 AM"
Staff 18,"20.05,13.523","12/29/2022, 4:29:27 AM","12/29/2022, 4:29:49 AM"
Staff 18,"19.389,14.283","12/29/2022, 4:29:49 AM","12/29/2022, 4:33:41 AM"
Staff 18,"19.637,13.221","12/29/2022, 4:33:41 AM","12/29/2022, 4:34:05 AM"
Staff 18,"20.102,14.245","12/29/2022, 4:34:05 AM","12/29/2022, 4:34:50 AM"
Staff 18,"19.104,14.185","12/29/2022, 4:34:50 AM","12/29/2022, 4:35:32 AM"
Staff 18,"19.869,13.367","12/29/2022, 4:35:32 AM","12/29/2022, 4:35:54 AM"
Staff 18,"19.2,14.123","12/29/2022, 4:35:54 AM","12/29/2022, 4:36:42 AM"
Staff 18,"19.623,13.187","12/29/2022, 4:36:42 AM","12/29/2022, 4:36:57 AM"
Staff 18,"19.436,14.252","12/29/2022, 4:36:57 AM","12/29/2022, 4:38:22 AM"
Staff 18,"19.903,13.173","12/29/2022, 4:38:22 AM","12/29/2022, 4:38:32 AM"
Staff 18,"19.562,14.176","12/29/2022, 4:38:32 AM","12/29/2022, 4:43:32 AM"
Staff 18,"14.407,15.371","12/29/2022, 4:43:32 AM","12/29/2022, 4:43:38 AM"
Staff 18,"17.912,14.138","12/29/2022, 4:43:38 AM","12/29/2022, 4:43:52 AM"
Staff 18,"18.937,14.237","12/29/2022, 4:43:52 AM","12/29/2022, 4:44:52 AM"
Staff 18,"18.6,13.161","12/29/2022, 4:44:52 AM","12/29/2022, 4:45:13 AM"
Staff 18,"19.68,13.078","12/29/2022, 4:45:13 AM","12/29/2022, 4:45:21 AM"
Staff 18,"19.341,14.2","12/29/2022, 4:45:21 AM","12/29/2022, 4:46:20 AM"
Staff 18,"20.122,13.408","12/29/2022, 4:46:20 AM","12/29/2022, 4:46:27 AM"
Staff 18,"19.456,14.216","12/29/2022, 4:46:27 AM","12/29/2022, 4:46:41 AM"
Staff 18,"19.446,13.221","12/29/2022, 4:46:41 AM","12/29/2022, 4:46:46 AM"
Staff 18,"17.91,14.164","12/29/2022, 4:46:46 AM","12/29/2022, 4:46:59 AM"
Staff 18,"18.95,14.17","12/29/2022, 4:46:59 AM","12/29/2022, 4:47:14 AM"
Staff 18,"19.688,12.827","12/29/2022, 4:47:14 AM","12/29/2022, 4:47:18 AM"
Staff 18,"18.522,14.154","12/29/2022, 4:47:18 AM","12/29/2022, 4:47:46 AM"
Staff 18,"19.789,13.615","12/29/2022, 4:47:46 AM","12/29/2022, 4:49:09 AM"
Staff 18,"19.014,14.308","12/29/2022, 4:49:09 AM","12/29/2022, 4:50:32 AM"
Staff 18,"19.693,13.286","12/29/2022, 4:50:32 AM","12/29/2022, 4:50:55 AM"
Staff 18,"20.538,13.823","12/29/2022, 4:50:55 AM","12/29/2022, 4:51:09 AM"
Staff 18,"19.352,14.256","12/29/2022, 4:51:09 AM","12/29/2022, 4:51:12 AM"
Staff 18,"19.765,13.268","12/29/2022, 4:51:12 AM","12/29/2022, 4:51:26 AM"
Staff 18,"19.486,14.249","12/29/2022, 4:51:26 AM","12/29/2022, 4:53:46 AM"
Staff 18,"18.826,13.364","12/29/2022, 4:53:46 AM","12/29/2022, 4:53:58 AM"
Staff 18,"19.683,12.822","12/29/2022, 4:53:58 AM","12/29/2022, 4:54:13 AM"
Staff 18,"20.187,14.018","12/29/2022, 4:54:13 AM","12/29/2022, 4:55:30 AM"
Staff 18,"19.147,14.289","12/29/2022, 4:55:30 AM","12/29/2022, 4:58:36 AM"
Staff 18,"20.14,13.583","12/29/2022, 4:58:36 AM","12/29/2022, 4:58:56 AM"
Staff 18,"19.313,14.355","12/29/2022, 4:58:56 AM","12/29/2022, 5:02:21 AM"
Staff 18,"19.773,13.24","12/29/2022, 5:02:21 AM","12/29/2022, 5:02:33 AM"
Staff 18,"19.444,14.278","12/29/2022, 5:02:33 AM","12/29/2022, 5:03:42 AM"
Staff 18,"20.197,13.299","12/29/2022, 5:03:42 AM","12/29/2022, 5:04:11 AM"
Staff 18,"19.572,14.176","12/29/2022, 5:04:11 AM","12/29/2022, 5:04:24 AM"
Staff 18,"20.267,13.301","12/29/2022, 5:04:24 AM","12/29/2022, 5:04:48 AM"
Staff 18,"19.797,14.277","12/29/2022, 5:04:48 AM","12/29/2022, 5:05:39 AM"
Staff 18,"19.393,13.216","12/29/2022, 5:05:39 AM","12/29/2022, 5:06:07 AM"
Staff 18,"20.456,13.246","12/29/2022, 5:06:07 AM","12/29/2022, 5:06:24 AM"
Staff 18,"19.796,14.361","12/29/2022, 5:06:24 AM","12/29/2022, 5:07:44 AM"
Staff 18,"19.921,13.111","12/29/2022, 5:07:44 AM","12/29/2022, 5:07:57 AM"
Staff 18,"20.798,13.584","12/29/2022, 5:07:57 AM","12/29/2022, 5:08:07 AM"
Staff 18,"19.624,14.169","12/29/2022, 5:08:07 AM","12/29/2022, 5:09:48 AM"
Staff 18,"17.946,14.224","12/29/2022, 5:09:48 AM","12/29/2022, 5:09:56 AM"
Staff 18,"19.066,13.456","12/29/2022, 5:09:56 AM","12/29/2022, 5:10:48 AM"
Staff 18,"20.314,13.396","12/29/2022, 5:10:48 AM","12/29/2022, 5:11:05 AM"
Staff 18,"19.519,14.187","12/29/2022, 5:11:05 AM","12/29/2022, 5:15:08 AM"
Staff 18,"19.724,13.187","12/29/2022, 5:15:08 AM","12/29/2022, 5:15:31 AM"
Staff 18,"19.235,14.211","12/29/2022, 5:15:31 AM","12/29/2022, 5:16:44 AM"
Staff 18,"20.182,13.422","12/29/2022, 5:16:44 AM","12/29/2022, 5:16:55 AM"
Staff 18,"19.638,14.364","12/29/2022, 5:16:55 AM","12/29/2022, 5:17:24 AM"
Staff 18,"20.094,13.086","12/29/2022, 5:17:24 AM","12/29/2022, 5:17:38 AM"
Staff 18,"19.819,14.055","12/29/2022, 5:17:38 AM","12/29/2022, 5:18:04 AM"
Staff 18,"19.556,12.914","12/29/2022, 5:18:04 AM","12/29/2022, 5:18:15 AM"
Staff 18,"19.256,14.086","12/29/2022, 5:18:15 AM","12/29/2022, 5:18:57 AM"
Staff 18,"19.481,12.998","12/29/2022, 5:18:57 AM","12/29/2022, 5:19:07 AM"
Staff 18,"19.939,13.956","12/29/2022, 5:19:07 AM","12/29/2022, 5:19:46 AM"
Staff 18,"18.96,14.332","12/29/2022, 5:19:46 AM","12/29/2022, 5:20:23 AM"
Staff 18,"19.748,13.593","12/29/2022, 5:20:23 AM","12/29/2022, 5:21:15 AM"
Staff 18,"19.019,14.295","12/29/2022, 5:21:15 AM","12/29/2022, 5:21:35 AM"
Staff 18,"20.019,13.154","12/29/2022, 5:21:35 AM","12/29/2022, 5:21:47 AM"
Staff 18,"19.684,14.173","12/29/2022, 5:21:47 AM","12/29/2022, 5:23:20 AM"
Staff 18,"20,13.196","12/29/2022, 5:23:20 AM","12/29/2022, 5:23:45 AM"
Staff 18,"19.619,14.179","12/29/2022, 5:23:45 AM","12/29/2022, 5:26:51 AM"
Staff 18,"20.257,13.156","12/29/2022, 5:26:51 AM","12/29/2022, 5:27:02 AM"
Staff 18,"19.843,14.261","12/29/2022, 5:27:02 AM","12/29/2022, 5:27:48 AM"
Staff 18,"19.878,13.249","12/29/2022, 5:27:48 AM","12/29/2022, 5:29:00 AM"
Staff 18,"19.722,14.276","12/29/2022, 5:29:00 AM","12/29/2022, 5:29:34 AM"
Staff 18,"20.104,13.242","12/29/2022, 5:29:34 AM","12/29/2022, 5:29:52 AM"
Staff 18,"19.449,14.225","12/29/2022, 5:29:52 AM","12/29/2022, 5:30:57 AM"
Staff 18,"20.132,13.227","12/29/2022, 5:30:57 AM","12/29/2022, 5:31:11 AM"
Staff 18,"20.225,14.228","12/29/2022, 5:31:11 AM","12/29/2022, 5:32:14 AM"
Staff 18,"17.843,14.087","12/29/2022, 5:32:14 AM","12/29/2022, 5:32:31 AM"
Staff 18,"18.992,14.263","12/29/2022, 5:32:31 AM","12/29/2022, 5:32:40 AM"
Staff 18,"17.82,14.166","12/29/2022, 5:32:40 AM","12/29/2022, 5:32:52 AM"
Staff 18,"18.831,14.224","12/29/2022, 5:32:52 AM","12/29/2022, 5:33:41 AM"
Staff 18,"19.971,14.239","12/29/2022, 5:33:41 AM","12/29/2022, 5:35:03 AM"
Staff 18,"18.891,14.261","12/29/2022, 5:35:03 AM","12/29/2022, 5:35:10 AM"
Staff 18,"19.575,13.486","12/29/2022, 5:35:10 AM","12/29/2022, 5:35:34 AM"
Staff 18,"18.3,13.187","12/29/2022, 5:35:34 AM","12/29/2022, 5:35:43 AM"
Staff 18,"18.827,14.146","12/29/2022, 5:35:43 AM","12/29/2022, 5:36:13 AM"
Staff 18,"19.863,14.042","12/29/2022, 5:36:13 AM","12/29/2022, 5:37:02 AM"
Staff 18,"19.108,13.139","12/29/2022, 5:37:02 AM","12/29/2022, 5:37:16 AM"
Staff 18,"19.335,14.244","12/29/2022, 5:37:16 AM","12/29/2022, 5:37:36 AM"
Staff 18,"19.583,13","12/29/2022, 5:37:36 AM","12/29/2022, 5:37:41 AM"
Staff 18,"19.613,14","12/29/2022, 5:37:41 AM","12/29/2022, 5:38:50 AM"
Staff 18,"19.986,13.013","12/29/2022, 5:38:50 AM","12/29/2022, 5:39:01 AM"
Staff 18,"19.599,14.086","12/29/2022, 5:39:01 AM","12/29/2022, 5:39:30 AM"
Staff 18,"18.622,14.336","12/29/2022, 5:39:30 AM","12/29/2022, 5:40:04 AM"
Staff 18,"19.56,13.248","12/29/2022, 5:40:04 AM","12/29/2022, 5:40:45 AM"
Staff 18,"19.4,14.233","12/29/2022, 5:40:45 AM","12/29/2022, 5:42:32 AM"
Staff 18,"20.143,13.506","12/29/2022, 5:42:32 AM","12/29/2022, 5:42:58 AM"
Staff 18,"19.384,14.27","12/29/2022, 5:42:58 AM","12/29/2022, 5:43:31 AM"
Staff 18,"19.911,13.265","12/29/2022, 5:43:31 AM","12/29/2022, 5:43:55 AM"
Staff 18,"20.921,13.388","12/29/2022, 5:43:55 AM","12/29/2022, 5:44:10 AM"
Staff 18,"19.965,14.206","12/29/2022, 5:44:10 AM","12/29/2022, 5:45:29 AM"
Staff 18,"20.647,13.363","12/29/2022, 5:45:29 AM","12/29/2022, 5:45:42 AM"
Staff 18,"20.028,14.172","12/29/2022, 5:45:42 AM","12/29/2022, 5:45:59 AM"
Staff 18,"18.472,13.273","12/29/2022, 5:45:59 AM","12/29/2022, 5:46:17 AM"
Staff 18,"19.024,14.14","12/29/2022, 5:46:17 AM","12/29/2022, 5:46:28 AM"
Staff 18,"20.057,12.981","12/29/2022, 5:46:28 AM","12/29/2022, 5:46:52 AM"
Staff 18,"19.239,13.876","12/29/2022, 5:46:52 AM","12/29/2022, 5:47:00 AM"
Staff 18,"19.582,12.897","12/29/2022, 5:47:00 AM","12/29/2022, 5:47:45 AM"
Staff 18,"20.504,13.394","12/29/2022, 5:47:45 AM","12/29/2022, 5:48:04 AM"
Staff 18,"19.813,14.209","12/29/2022, 5:48:04 AM","12/29/2022, 5:49:10 AM"
Staff 18,"20.428,12.95","12/29/2022, 5:49:10 AM","12/29/2022, 5:49:17 AM"
Staff 18,"18.281,13.087","12/29/2022, 5:49:17 AM","12/29/2022, 5:49:51 AM"
Staff 18,"18.699,14.069","12/29/2022, 5:49:51 AM","12/29/2022, 5:51:06 AM"
Staff 18,"19.811,13.141","12/29/2022, 5:51:06 AM","12/29/2022, 5:51:31 AM"
Staff 18,"18.881,13.541","12/29/2022, 5:51:31 AM","12/29/2022, 5:51:49 AM"
Staff 18,"20.052,14.258","12/29/2022, 5:51:49 AM","12/29/2022, 5:52:29 AM"
Staff 18,"17.939,14.068","12/29/2022, 5:52:29 AM","12/29/2022, 5:52:39 AM"
Staff 18,"18.977,14.254","12/29/2022, 5:52:39 AM","12/29/2022, 5:53:00 AM"
Staff 18,"19.885,13.571","12/29/2022, 5:53:00 AM","12/29/2022, 5:53:38 AM"
Staff 18,"19.236,14.37","12/29/2022, 5:53:38 AM","12/29/2022, 5:57:03 AM"
Staff 18,"19.874,13.422","12/29/2022, 5:57:03 AM","12/29/2022, 5:57:30 AM"
Staff 18,"19.348,14.294","12/29/2022, 5:57:30 AM","12/29/2022, 5:58:02 AM"
Staff 18,"20.037,13.481","12/29/2022, 5:58:02 AM","12/29/2022, 5:59:13 AM"
Staff 18,"19.292,14.338","12/29/2022, 5:59:13 AM","12/29/2022, 5:59:36 AM"
Staff 18,"17.841,14.225","12/29/2022, 5:59:36 AM","12/29/2022, 5:59:46 AM"
Staff 18,"18.906,14.294","12/29/2022, 5:59:46 AM","12/29/2022, 6:00:08 AM"
Staff 18,"17.912,14.157","12/29/2022, 6:00:08 AM","12/29/2022, 6:00:19 AM"
Staff 18,"19.24,13.283","12/29/2022, 6:00:19 AM","12/29/2022, 6:01:18 AM"
Staff 18,"19.193,14.296","12/29/2022, 6:01:18 AM","12/29/2022, 6:01:58 AM"
Staff 18,"20.047,13.438","12/29/2022, 6:01:58 AM","12/29/2022, 6:02:29 AM"
Staff 18,"19.206,14.218","12/29/2022, 6:02:29 AM","12/29/2022, 6:05:29 AM"
Staff 18,"19.986,13.453","12/29/2022, 6:05:29 AM","12/29/2022, 6:06:40 AM"
Staff 18,"19.043,14.344","12/29/2022, 6:06:40 AM","12/29/2022, 6:07:18 AM"
Staff 18,"17.938,14.091","12/29/2022, 6:07:18 AM","12/29/2022, 6:07:31 AM"
Staff 18,"18.995,14.263","12/29/2022, 6:07:31 AM","12/29/2022, 6:07:35 AM"
Staff 18,"19.687,13.408","12/29/2022, 6:07:35 AM","12/29/2022, 6:08:08 AM"
Staff 18,"18.226,14.097","12/29/2022, 6:08:08 AM","12/29/2022, 6:08:36 AM"
Staff 18,"19.255,14.219","12/29/2022, 6:08:36 AM","12/29/2022, 6:08:43 AM"
Staff 18,"19.882,13.043","12/29/2022, 6:08:43 AM","12/29/2022, 6:09:23 AM"
Staff 18,"20.731,13.687","12/29/2022, 6:09:23 AM","12/29/2022, 6:09:30 AM"
Staff 18,"19.865,14.195","12/29/2022, 6:09:30 AM","12/29/2022, 6:10:25 AM"
Staff 18,"19.94,12.796","12/29/2022, 6:10:25 AM","12/29/2022, 6:10:34 AM"
Staff 18,"20.626,13.537","12/29/2022, 6:10:34 AM","12/29/2022, 6:10:50 AM"
Staff 18,"19.816,14.131","12/29/2022, 6:10:50 AM","12/29/2022, 6:16:24 AM"
Staff 18,"20.617,13.116","12/29/2022, 6:16:24 AM","12/29/2022, 6:16:37 AM"
Staff 18,"19.895,14.168","12/29/2022, 6:16:37 AM","12/29/2022, 6:19:14 AM"
Staff 18,"19.367,12.747","12/29/2022, 6:19:14 AM","12/29/2022, 6:19:23 AM"
Staff 18,"20.308,13.691","12/29/2022, 6:19:23 AM","12/29/2022, 6:19:36 AM"
Staff 18,"19.387,14.255","12/29/2022, 6:19:36 AM","12/29/2022, 6:22:02 AM"
Staff 18,"20.073,13.363","12/29/2022, 6:22:02 AM","12/29/2022, 6:23:09 AM"
Staff 18,"19.477,14.259","12/29/2022, 6:23:09 AM","12/29/2022, 6:24:16 AM"
Staff 18,"20.013,13.114","12/29/2022, 6:24:16 AM","12/29/2022, 6:24:33 AM"
Staff 18,"19.409,14.212","12/29/2022, 6:24:33 AM","12/29/2022, 6:25:51 AM"
Staff 18,"20.081,13.285","12/29/2022, 6:25:51 AM","12/29/2022, 6:26:05 AM"
Staff 18,"19.572,14.269","12/29/2022, 6:26:05 AM","12/29/2022, 6:28:22 AM"
Staff 18,"20.218,12.992","12/29/2022, 6:28:22 AM","12/29/2022, 6:28:37 AM"
Staff 18,"19.931,14.184","12/29/2022, 6:28:37 AM","12/29/2022, 6:29:42 AM"
Staff 18,"18.937,14.291","12/29/2022, 6:29:42 AM","12/29/2022, 6:30:44 AM"
Staff 18,"19.493,13.257","12/29/2022, 6:30:44 AM","12/29/2022, 6:31:14 AM"
Staff 18,"19.156,14.227","12/29/2022, 6:31:14 AM","12/29/2022, 6:31:31 AM"
Staff 18,"19.926,13.365","12/29/2022, 6:31:31 AM","12/29/2022, 6:32:07 AM"
Staff 18,"19.479,14.285","12/29/2022, 6:32:07 AM","12/29/2022, 6:33:26 AM"
Staff 18,"19.696,13.275","12/29/2022, 6:33:26 AM","12/29/2022, 6:33:32 AM"
Staff 18,"18.357,12.938","12/29/2022, 6:33:32 AM","12/29/2022, 6:33:48 AM"
Staff 18,"19.112,13.601","12/29/2022, 6:33:48 AM","12/29/2022, 6:33:59 AM"
Staff 18,"20.147,13.551","12/29/2022, 6:33:59 AM","12/29/2022, 6:34:45 AM"
Staff 18,"19.281,14.341","12/29/2022, 6:34:45 AM","12/29/2022, 6:34:49 AM"
Staff 18,"19.323,13.287","12/29/2022, 6:34:49 AM","12/29/2022, 6:35:06 AM"
Staff 18,"19.172,14.325","12/29/2022, 6:35:06 AM","12/29/2022, 6:35:26 AM"
Staff 18,"19.57,13.155","12/29/2022, 6:35:26 AM","12/29/2022, 6:35:53 AM"
Staff 18,"19.46,14.162","12/29/2022, 6:35:53 AM","12/29/2022, 6:36:44 AM"
Staff 18,"19.879,13.253","12/29/2022, 6:36:44 AM","12/29/2022, 6:37:29 AM"
Staff 18,"19.63,14.285","12/29/2022, 6:37:29 AM","12/29/2022, 6:38:29 AM"
Staff 18,"19.917,13.047","12/29/2022, 6:38:29 AM","12/29/2022, 6:38:39 AM"
Staff 18,"19.928,11.387","12/29/2022, 6:38:39 AM","12/29/2022, 6:38:41 AM"
Staff 18,"20.219,12.611","12/29/2022, 6:38:41 AM","12/29/2022, 6:38:48 AM"
Staff 18,"20.132,14.266","12/29/2022, 6:38:48 AM","12/29/2022, 6:40:07 AM"
Staff 18,"19.454,12.99","12/29/2022, 6:40:07 AM","12/29/2022, 6:40:10 AM"
Staff 18,"19.824,13.932","12/29/2022, 6:40:10 AM","12/29/2022, 6:47:14 AM"
Staff 18,"19.028,13.044","12/29/2022, 6:47:14 AM","12/29/2022, 6:47:25 AM"
Staff 18,"18.576,14.196","12/29/2022, 6:47:25 AM","12/29/2022, 6:48:38 AM"
Staff 18,"19.113,12.827","12/29/2022, 6:48:38 AM","12/29/2022, 6:48:55 AM"
Staff 18,"19.882,13.725","12/29/2022, 6:48:55 AM","12/29/2022, 6:53:23 AM"
Staff 18,"20.34,12.824","12/29/2022, 6:53:23 AM","12/29/2022, 6:53:56 AM"
Staff 18,"19.557,14.228","12/29/2022, 6:53:56 AM","12/29/2022, 6:54:39 AM"
Staff 18,"19.184,12.741","12/29/2022, 6:54:39 AM","12/29/2022, 6:54:45 AM"
Staff 18,"19.196,13.828","12/29/2022, 6:54:45 AM","12/29/2022, 6:55:24 AM"
Staff 18,"19.972,13.023","12/29/2022, 6:55:24 AM","12/29/2022, 6:55:48 AM"
Staff 18,"20.734,13.782","12/29/2022, 6:55:48 AM","12/29/2022, 6:55:54 AM"
Staff 18,"19.783,14.224","12/29/2022, 6:55:54 AM","12/29/2022, 6:56:39 AM"
Staff 18,"19.732,13.039","12/29/2022, 6:56:39 AM","12/29/2022, 6:56:50 AM"
Staff 18,"20.185,13.937","12/29/2022, 6:56:50 AM","12/29/2022, 7:00:36 AM"
Staff 18,"19.17,14.151","12/29/2022, 7:00:36 AM","12/29/2022, 7:01:04 AM"
Staff 18,"19.908,13.023","12/29/2022, 7:01:04 AM","12/29/2022, 7:01:27 AM"
Staff 18,"20.188,13.989","12/29/2022, 7:01:27 AM","12/29/2022, 7:01:51 AM"
Staff 18,"18.319,12.804","12/29/2022, 7:01:51 AM","12/29/2022, 7:02:02 AM"
Staff 18,"18.825,13.901","12/29/2022, 7:02:02 AM","12/29/2022, 7:02:53 AM"
Staff 18,"19.787,13.431","12/29/2022, 7:02:53 AM","12/29/2022, 7:03:27 AM"
Staff 18,"19.286,14.296","12/29/2022, 7:03:27 AM","12/29/2022, 7:04:13 AM"
Staff 18,"19.681,12.801","12/29/2022, 7:04:13 AM","12/29/2022, 7:04:16 AM"
Staff 18,"20.306,13.615","12/29/2022, 7:04:16 AM","12/29/2022, 7:04:27 AM"
Staff 18,"19.462,14.271","12/29/2022, 7:04:27 AM","12/29/2022, 7:04:48 AM"
Staff 18,"19.55,12.945","12/29/2022, 7:04:48 AM","12/29/2022, 7:04:58 AM"
Staff 18,"19.486,14.057","12/29/2022, 7:04:58 AM","12/29/2022, 7:06:01 AM"
Staff 18,"19.018,12.664","12/29/2022, 7:06:01 AM","12/29/2022, 7:06:19 AM"
Staff 18,"20.109,12.933","12/29/2022, 7:06:19 AM","12/29/2022, 7:06:33 AM"
Staff 18,"20.205,13.953","12/29/2022, 7:06:33 AM","12/29/2022, 7:06:59 AM"
Staff 18,"19.389,14.58","12/29/2022, 7:06:59 AM","12/29/2022, 7:07:36 AM"
Staff 18,"19.57,13.344","12/29/2022, 7:07:36 AM","12/29/2022, 7:08:41 AM"
Staff 18,"18.294,14.23","12/29/2022, 7:08:41 AM","12/29/2022, 7:09:05 AM"
Staff 18,"19.324,14.181","12/29/2022, 7:09:05 AM","12/29/2022, 7:11:01 AM"
Staff 18,"19.796,13.189","12/29/2022, 7:11:01 AM","12/29/2022, 7:11:20 AM"
Staff 18,"19.556,14.17","12/29/2022, 7:11:20 AM","12/29/2022, 7:13:29 AM"
Staff 18,"18.48,12.861","12/29/2022, 7:13:29 AM","12/29/2022, 7:13:37 AM"
Staff 18,"18.873,13.896","12/29/2022, 7:13:37 AM","12/29/2022, 7:13:50 AM"
Staff 18,"19.976,13.149","12/29/2022, 7:13:50 AM","12/29/2022, 7:14:07 AM"
Staff 18,"19.482,14.196","12/29/2022, 7:14:07 AM","12/29/2022, 7:16:51 AM"
Staff 18,"19.995,13.332","12/29/2022, 7:16:51 AM","12/29/2022, 7:17:05 AM"
Staff 18,"20.034,14.36","12/29/2022, 7:17:05 AM","12/29/2022, 7:17:19 AM"
Staff 18,"19.827,13.188","12/29/2022, 7:17:19 AM","12/29/2022, 7:17:33 AM"
Staff 18,"20.05,14.325","12/29/2022, 7:17:33 AM","12/29/2022, 7:17:54 AM"
Staff 18,"19.96,13.233","12/29/2022, 7:17:54 AM","12/29/2022, 7:18:31 AM"
Staff 18,"20.088,14.285","12/29/2022, 7:18:31 AM","12/29/2022, 7:19:41 AM"
Staff 18,"19.079,14.231","12/29/2022, 7:19:41 AM","12/29/2022, 7:20:19 AM"
Staff 18,"19.757,13.187","12/29/2022, 7:20:19 AM","12/29/2022, 7:20:37 AM"
Staff 18,"19.519,14.159","12/29/2022, 7:20:37 AM","12/29/2022, 7:21:04 AM"
Staff 18,"18.165,12.854","12/29/2022, 7:21:04 AM","12/29/2022, 7:21:22 AM"
Staff 18,"18.569,13.89","12/29/2022, 7:21:22 AM","12/29/2022, 7:23:11 AM"
Staff 18,"19.564,13.622","12/29/2022, 7:23:11 AM","12/29/2022, 7:23:21 AM"
Staff 18,"20.294,12.894","12/29/2022, 7:23:21 AM","12/29/2022, 7:23:27 AM"
Staff 18,"17.903,13.363","12/29/2022, 7:23:27 AM","12/29/2022, 7:23:34 AM"
Staff 18,"18.684,14.196","12/29/2022, 7:23:34 AM","12/29/2022, 7:23:48 AM"
Staff 18,"19.809,13.253","12/29/2022, 7:23:48 AM","12/29/2022, 7:24:17 AM"
Staff 18,"19.615,14.254","12/29/2022, 7:24:17 AM","12/29/2022, 7:24:40 AM"
Staff 18,"19.447,13.157","12/29/2022, 7:24:40 AM","12/29/2022, 7:24:56 AM"
Staff 18,"20.261,13.853","12/29/2022, 7:24:56 AM","12/29/2022, 7:25:54 AM"
Staff 18,"19.797,12.608","12/29/2022, 7:25:54 AM","12/29/2022, 7:26:14 AM"
Staff 18,"18.761,12.896","12/29/2022, 7:26:14 AM","12/29/2022, 7:26:20 AM"
Staff 18,"19.084,13.888","12/29/2022, 7:26:20 AM","12/29/2022, 7:29:21 AM"
Staff 18,"19.968,13.317","12/29/2022, 7:29:21 AM","12/29/2022, 7:29:24 AM"
Staff 18,"18.965,13.005","12/29/2022, 7:29:24 AM","12/29/2022, 7:29:37 AM"
Staff 18,"19.982,13.204","12/29/2022, 7:29:37 AM","12/29/2022, 7:29:48 AM"
Staff 18,"19.641,14.207","12/29/2022, 7:29:48 AM","12/29/2022, 7:30:02 AM"
Staff 18,"19.567,13.107","12/29/2022, 7:30:02 AM","12/29/2022, 7:30:19 AM"
Staff 18,"19.429,14.232","12/29/2022, 7:30:19 AM","12/29/2022, 7:31:00 AM"
Staff 18,"19.952,13.233","12/29/2022, 7:31:00 AM","12/29/2022, 7:31:18 AM"
Staff 18,"20.11,14.249","12/29/2022, 7:31:18 AM","12/29/2022, 7:32:02 AM"
Staff 18,"19.105,14.349","12/29/2022, 7:32:02 AM","12/29/2022, 7:32:36 AM"
Staff 18,"18.988,12.938","12/29/2022, 7:32:36 AM","12/29/2022, 7:32:49 AM"
Staff 18,"19.233,13.972","12/29/2022, 7:32:49 AM","12/29/2022, 7:33:12 AM"
Staff 18,"20.774,13.025","12/29/2022, 7:33:12 AM","12/29/2022, 7:33:52 AM"
Staff 18,"20.011,14.142","12/29/2022, 7:33:52 AM","12/29/2022, 7:34:48 AM"
Staff 18,"19.991,13.081","12/29/2022, 7:34:48 AM","12/29/2022, 7:35:02 AM"
Staff 18,"20.419,14.193","12/29/2022, 7:35:02 AM","12/29/2022, 7:35:34 AM"
Staff 18,"18.449,12.985","12/29/2022, 7:35:34 AM","12/29/2022, 7:35:53 AM"
